name,url,inn,ogrn,registration_date,director_since,has_ceo_history,arbitr_cases_count,revenue,profit,email,website,matched,reasons
"ООО ""Нисса Центрум""",https://www.rusprofile.ru/id/1106826,,,05.07.1999,с 19 мая 2020 г.,True,45,1500000000,186000000,nissa@nissa.ru,nissa.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Имэкс""",https://www.rusprofile.ru/id/1217800124838,,,13.08.2021,с 13 августа 2021 г.,False,7,10000000000,498000000,elshansky@gmail.com,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ТК Югнефтепродукт""",https://www.rusprofile.ru/id/11708352,,,19.02.2019,с 17 августа 2021 г.,True,60,16000000000,14000000,buh-unp@tk-unp.msk.ru,msk.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Морган-Инжиниринг""",https://www.rusprofile.ru/id/11775865,,,25.04.2019,с 15 декабря 2023 г.,True,34,1100000000,76000000,d.goroshevich@morganrus.group,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Континентпак""",https://www.rusprofile.ru/id/1020431,,,03.09.2007,с 17 апреля 2026 г.,True,61,3000000000,40000000,olga0741@gmail.com,kontinentpack.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Омега-Л""",https://www.rusprofile.ru/id/1049199,,,31.10.2007,с 3 сентября 2014 г.,False,7,421000000,101000000,info@omega-l.com,omega-l.com,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Геце Рус""",https://www.rusprofile.ru/id/5922636,,,24.11.2011,с 25 апреля 2016 г.,True,4,1100000000,53000000,t.shulezhko@geze.com,geze.com,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Дисижн Стабилити""",https://www.rusprofile.ru/id/11950464,,,04.12.2019,с 10 ноября 2020 г.,True,1,816000000,3600000,designstability@mail.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Меганом""",https://www.rusprofile.ru/id/11716355,,,26.02.2019,с 26 ноября 2019 г.,True,10,1100000000,2700000,megafarm@megafarm.ru,megaph.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Орлан""",https://www.rusprofile.ru/id/1227700016741,,,20.01.2022,с 12 апреля 2024 г.,True,0,514000000,50000000,torg@orlan-torg.ru,orlan-torg.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ТД ""Тамара""",https://www.rusprofile.ru/id/4215707,,,31.07.1996,с 28 мая 2008 г.,False,19,594000000,1900000,sales.tamari@yandex.ru,www.ingridmillet.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Уют Керамики""",https://www.rusprofile.ru/id/3632379,,,05.03.2010,с 5 марта 2010 г.,True,2,1400000000,94000000,office@uceram.ru,uceram.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Биохем Рус""",https://www.rusprofile.ru/id/7436932,,,26.06.2014,с 5 ноября 2024 г.,True,14,572000000,-34000000,amirova@biochem.net,biochem.net,False,['выручка положительная']
"АО ""Оджи Инжиниринг""",https://www.rusprofile.ru/id/6615105,,,14.12.2012,с 30 мая 2025 г.,True,7,1000000000,143000000,ogeeng@ogeeng.com,g-tel.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Трейдроут""",https://www.rusprofile.ru/id/11820307,,,21.06.2019,с 21 января 2022 г.,True,2,318000000,1700000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Ника""",https://www.rusprofile.ru/id/10729965,,,20.10.2016,с 29 января 2025 г.,True,0,840000000,4500000,1nika@inbox.eu,mosnika.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Транстехснаб""",https://www.rusprofile.ru/id/11921832,,,29.10.2019,с 7 октября 2021 г.,True,0,821000000,10000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""АТП""",https://www.rusprofile.ru/id/3476745,,,14.03.2006,с 25 апреля 2018 г.,True,47,1100000000,42000,bandakova_a@gkakti.ru,akti.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Вива Гифтс""",https://www.rusprofile.ru/id/6655919,,,19.02.2013,с 19 февраля 2013 г.,False,0,495000000,104000000,info@vivagifts.ru,www.vivagifts.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""АТГ""",https://www.rusprofile.ru/id/10786001,,,25.11.2016,с 11 июля 2023 г.,True,7,582000000,13000000,info@algoritm-tg.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Мелас""",https://www.rusprofile.ru/id/3166054,,,16.05.2006,с 18 ноября 2022 г.,True,7,355000000,28000000,artemov@msk.hlebprom.ru,hlebprom.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Джин""",https://www.rusprofile.ru/id/11281731,,,22.12.2017,с 1 июня 2021 г.,True,215,718000000,19000000,shcheglova@sales.gratwest.ru,gratwest.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Эльбрус-2000""",https://www.rusprofile.ru/id/7857800,,,16.02.2015,с 16 февраля 2015 г.,False,3,448000000,5500000,ab@elbrus.ru,elbrus2000.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Компания Оптима""",https://www.rusprofile.ru/id/6124867,,,16.07.2012,с 15 октября 2012 г.,False,3,736000000,33000000,olga@optimakids.ru,optimakids.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Лифан Северо-Запад""",https://www.rusprofile.ru/id/10473266,,,10.05.2016,с 10 мая 2016 г.,False,37,1400000000,5300000,info@lifan-moto.ru,lifan-moto.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Сервисный Центр ""Витязь""",https://www.rusprofile.ru/id/1654137,,,02.09.2008,с 27 июля 2021 г.,True,9,343000000,25000000,info@foxtekhnogr.ru,,False,"['выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ЗМК Групп""",https://www.rusprofile.ru/id/6843545,,,17.04.2013,с 28 февраля 2018 г.,True,6,428000000,21000000,info@zmkgroup.ru,zmkgroup.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Рускон""",https://www.rusprofile.ru/id/7174006,,,12.02.2014,с 23 января 2026 г.,True,5,15000000000,11000000,glushenkova.alla@yandex.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Граникасервис""",https://www.rusprofile.ru/id/6918527,,,26.06.2013,с 10 декабря 2025 г.,True,76,620000000,-35000000,em-machulko@bitrix24.ru,bitrix24.ru,False,['выручка положительная']
"ООО ""Агбор""",https://www.rusprofile.ru/id/7878039,,,09.09.2015,с 17 декабря 2019 г.,True,10,594000000,26000000,info@agborm.ru,agborm.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""КБРР""",https://www.rusprofile.ru/id/10953573,,,31.03.2017,с 31 марта 2017 г.,False,30,2200000000,18000000,a.novickiy@mail.ru,kurilskiybereg.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
